id,description,family,weight_kg,wms_weight_kg,erp_weight_kg,fitment_wms,fitment_erp,storage_class,hazmat,supplier,bin,bin_active,reorder_point,safety_stock
EL-6079-208,Power distribution unit Premium,Electronics,18.33,18.33,18.33,LH,LH,ambient,False,SUP-087,B-07-08,True,194,54
EL-5766-209,Camera harness Premium,Electronics,2.58,2.58,2.58,LH,LH,ambient,False,SUP-194,B-07-16,True,78,41
CH-6983-210,Brake line manifold Gen 2,Chassis,11.47,11.47,11.47,LH,LH,ambient,False,SUP-027,A-12-15,True,196,53
FL-9616-211,Sealant cartridge RH,Fluids,17.44,17.44,17.44,RH,RH,hazmat,True,SUP-029,B-07-09,True,122,80
FL-6544-212,Brake fluid reservoir Gen 2,Fluids,6.6,6.6,6.6,LH,LH,ambient,False,SUP-024,A-12-08,True,140,65
PO-1455-213,Torque converter LH,Powertrain,15.97,15.97,15.97,LH,LH,ambient,False,SUP-118,B-07-02,True,71,54
EL-5287-214,ECU control module LH,Electronics,23.59,23.59,23.59,LH,LH,ambient,False,SUP-090,JIS-07-17,True,87,49
FL-5425-215,Washer concentrate RH,Fluids,2.44,2.44,2.44,LH,LH,hazmat,True,SUP-128,B-07-14,True,75,36
PO-3290-216,Clutch actuator Premium,Powertrain,24.33,24.33,24.33,RH,RH,ambient,False,SUP-045,A-12-10,True,94,33
IN-4741-217,Wiring harness assembly LH,Interior,12.21,12.21,12.21,RH,RH,ambient,False,SUP-026,JIS-07-14,True,71,42
CH-7943-218,Brake line manifold Premium,Chassis,24.36,24.36,24.36,LH,LH,ambient,False,SUP-094,B-07-16,True,144,89
CH-7799-219,Steering knuckle LH,Chassis,20.02,20.02,20.02,LH,LH,ambient,False,SUP-018,JIS-07-03,True,71,68
PO-9029-220,Gear selector Gen 2,Powertrain,14.22,14.22,14.22,RH,RH,ambient,False,SUP-059,HZ-02-13,True,132,34
CH-5820-221,Control arm RH,Chassis,11.13,11.13,11.13,RH,RH,ambient,False,SUP-177,HZ-02-11,True,129,65
EL-3631-222,Camera harness LH,Electronics,2.96,2.96,2.96,RH,RH,ambient,False,SUP-078,A-12-17,True,220,80
CH-4443-223,Brake line manifold Premium,Chassis,10.49,10.49,10.49,LH,LH,ambient,False,SUP-127,A-12-13,True,118,64
CH-3652-224,Brake line manifold LH,Chassis,21.59,21.59,21.59,LH,LH,ambient,False,SUP-117,A-12-15,True,161,58
EL-5531-225,ECU control module LH,Electronics,11.5,11.5,11.5,RH,RH,ambient,False,SUP-174,JIS-07-02,True,216,34
FL-8520-226,Coolant additive RH,Fluids,15.81,15.81,15.81,RH,RH,ambient,False,SUP-047,JIS-07-08,True,88,55
FL-6360-227,Brake fluid reservoir RH,Fluids,0.58,0.58,0.58,LH,LH,ambient,False,SUP-162,HZ-02-09,True,198,83
EL-4819-228,ECU control module LH,Electronics,8.57,8.57,8.57,LH,LH,ambient,False,SUP-172,JIS-07-18,True,127,64
FL-4795-229,Brake fluid reservoir LH,Fluids,18.04,18.04,18.04,RH,RH,ambient,False,SUP-188,A-12-11,True,99,66
CH-8751-230,Brake line manifold RH,Chassis,12.05,12.05,12.05,LH,LH,ambient,False,SUP-069,HZ-02-03,True,119,31
IN-5845-231,Console module Gen 2,Interior,20.6,20.6,20.6,LH,LH,ambient,False,SUP-038,JIS-07-07,True,179,25
EL-1406-232,Camera harness Premium,Electronics,6.25,6.25,6.25,RH,RH,ambient,False,SUP-144,Q-04-03,True,111,34
CH-5318-233,Wheel carrier Premium,Chassis,18.44,18.44,18.44,LH,LH,ambient,False,SUP-056,A-12-12,True,64,63
FL-2748-234,Sealant cartridge Gen 2,Fluids,23.52,23.52,23.52,LH,LH,ambient,False,SUP-122,A-12-11,True,152,40
PO-4245-235,Clutch actuator LH,Powertrain,22.9,22.9,22.9,RH,RH,ambient,False,SUP-062,JIS-07-16,True,134,87
FL-4700-236,Washer concentrate LH,Fluids,16.6,16.6,16.6,RH,RH,hazmat,True,SUP-122,A-12-07,True,91,26
EL-9806-237,Radar sensor RH,Electronics,20.77,20.77,20.77,RH,RH,ambient,False,SUP-188,B-07-08,True,96,47
PO-9226-238,Clutch actuator RH,Powertrain,0.83,0.83,0.83,LH,LH,ambient,False,SUP-170,A-12-16,True,61,82
FL-7434-239,Sealant cartridge Premium,Fluids,7.0,7.0,7.0,RH,RH,hazmat,True,SUP-144,HZ-02-09,True,69,33
PO-1140-240,Clutch actuator Gen 2,Powertrain,19.09,19.09,19.09,RH,RH,ambient,False,SUP-127,A-12-08,True,204,89
FL-9938-241,Washer concentrate Gen 2,Fluids,23.61,23.61,23.61,RH,RH,ambient,False,SUP-181,HZ-02-09,True,216,67
CH-5226-242,Steering knuckle RH,Chassis,8.02,8.02,8.02,RH,RH,ambient,False,SUP-198,JIS-07-08,True,82,28
PO-5236-243,Torque converter LH,Powertrain,0.66,0.66,0.66,RH,RH,ambient,False,SUP-148,JIS-07-06,True,133,63
CH-7304-244,Control arm Premium,Chassis,9.3,9.3,9.3,RH,RH,ambient,False,SUP-021,JIS-07-18,True,142,30
FL-6056-245,Coolant additive Premium,Fluids,19.15,19.15,19.15,LH,LH,ambient,False,SUP-044,HZ-02-14,True,205,37
CH-7853-246,Wheel carrier RH,Chassis,22.79,22.79,22.79,RH,RH,ambient,False,SUP-096,JIS-07-11,True,219,37
IN-6746-247,Seat rail LH,Interior,19.14,19.14,19.14,LH,LH,ambient,False,SUP-068,B-07-09,True,216,46
EL-8771-248,Camera harness LH,Electronics,2.98,2.98,2.98,LH,LH,ambient,False,SUP-153,A-12-17,True,189,55
PO-5544-249,Torque converter RH,Powertrain,19.79,19.79,19.79,LH,LH,ambient,False,SUP-163,A-12-15,True,201,78
FL-3739-250,Sealant cartridge RH,Fluids,15.62,15.62,15.62,RH,RH,ambient,False,SUP-107,B-07-04,True,185,37
PO-5310-251,Fuel rail Premium,Powertrain,6.28,6.28,6.28,RH,RH,ambient,False,SUP-195,JIS-07-05,True,87,54
FL-6543-252,Sealant cartridge Gen 2,Fluids,20.89,20.89,20.89,LH,LH,ambient,False,SUP-162,B-07-08,True,186,40
FL-4062-253,Sealant cartridge RH,Fluids,7.65,7.65,7.65,RH,RH,ambient,False,SUP-045,A-12-04,True,100,44
EL-7629-254,Camera harness RH,Electronics,10.67,10.67,10.67,LH,LH,ambient,False,SUP-124,JIS-07-15,True,202,52
IN-5821-255,Console module Gen 2,Interior,7.23,7.23,7.23,LH,LH,ambient,False,SUP-033,B-07-10,True,143,60
CH-3431-256,Steering knuckle LH,Chassis,17.89,17.89,17.89,LH,LH,ambient,False,SUP-119,B-07-17,True,78,51
CH-9170-257,Control arm LH,Chassis,1.78,1.78,1.78,LH,LH,ambient,False,SUP-070,B-07-03,True,164,71
PO-2194-258,Clutch actuator RH,Powertrain,19.19,19.19,19.19,LH,LH,ambient,False,SUP-131,JIS-07-12,True,141,41
EL-6936-259,Radar sensor Premium,Electronics,3.83,3.83,3.83,LH,LH,ambient,False,SUP-049,Q-04-01,True,135,27
PO-5999-260,Gear selector RH,Powertrain,14.82,14.82,14.82,RH,RH,ambient,False,SUP-176,Q-04-09,True,135,76
CH-5785-261,Control arm Gen 2,Chassis,20.13,20.13,20.13,LH,LH,ambient,False,SUP-110,B-07-10,True,171,26
EL-7542-262,Radar sensor LH,Electronics,22.97,22.97,22.97,RH,RH,ambient,False,SUP-050,JIS-07-06,True,180,29
CH-4207-263,Brake line manifold LH,Chassis,12.0,12.0,12.0,LH,LH,ambient,False,SUP-026,A-12-08,True,146,70
FL-1559-264,Brake fluid reservoir RH,Fluids,5.2,5.2,5.2,LH,LH,ambient,False,SUP-044,Q-04-13,True,172,56
PO-6125-265,Gear selector Gen 2,Powertrain,4.02,4.02,4.02,LH,LH,ambient,False,SUP-151,A-12-03,True,217,65
IN-1441-266,Console module Premium,Interior,9.4,9.4,9.4,RH,RH,ambient,False,SUP-005,Q-04-03,True,208,85
CH-7502-267,Steering knuckle Premium,Chassis,10.45,10.45,10.45,LH,LH,ambient,False,SUP-112,HZ-02-08,True,98,77
EL-9538-268,Radar sensor LH,Electronics,7.65,7.65,7.65,LH,LH,ambient,False,SUP-171,HZ-02-05,True,125,64
CH-9648-269,Control arm LH,Chassis,16.97,16.97,16.97,LH,LH,ambient,False,SUP-090,HZ-02-14,True,219,51
FL-2918-270,Coolant additive LH,Fluids,24.43,24.43,24.43,RH,RH,ambient,False,SUP-147,Q-04-17,True,214,72
IN-4553-271,Wiring harness assembly Premium,Interior,17.77,17.77,17.77,LH,LH,ambient,False,SUP-117,A-12-16,True,91,82
EL-1547-272,Power distribution unit LH,Electronics,16.26,16.26,16.26,LH,LH,ambient,False,SUP-023,Q-04-08,True,165,66
FL-9097-273,Washer concentrate RH,Fluids,1.79,1.79,1.79,RH,RH,hazmat,True,SUP-119,HZ-02-16,True,119,44
FL-5077-274,Coolant additive LH,Fluids,22.29,22.29,22.29,RH,RH,ambient,False,SUP-141,HZ-02-09,True,195,84
CH-8876-275,Wheel carrier RH,Chassis,19.23,19.23,19.23,LH,LH,ambient,False,SUP-145,Q-04-01,True,177,82
FL-1077-276,Sealant cartridge RH,Fluids,11.9,11.9,11.9,LH,LH,hazmat,True,SUP-171,A-12-15,True,110,64
CH-9724-277,Brake line manifold RH,Chassis,11.26,11.26,11.26,LH,LH,ambient,False,SUP-036,JIS-07-09,True,220,49
IN-9266-278,Door trim panel Gen 2,Interior,1.58,1.58,1.58,RH,RH,ambient,False,SUP-119,HZ-02-08,True,197,67
CH-7523-279,Brake line manifold Gen 2,Chassis,23.1,23.1,23.1,RH,RH,ambient,False,SUP-147,JIS-07-07,True,158,67
FL-7775-280,Coolant additive LH,Fluids,23.47,23.47,23.47,RH,RH,hazmat,True,SUP-171,A-12-13,True,67,25
IN-3637-281,Wiring harness assembly LH,Interior,1.11,1.11,1.11,RH,RH,ambient,False,SUP-003,A-12-08,True,159,69
EL-1075-282,Radar sensor RH,Electronics,13.38,13.38,13.38,RH,RH,ambient,False,SUP-172,Q-04-12,True,206,50
IN-3791-283,Wiring harness assembly Gen 2,Interior,22.23,22.23,22.23,RH,RH,ambient,False,SUP-171,JIS-07-14,True,186,27
CH-1684-284,Brake line manifold RH,Chassis,7.17,7.17,7.17,LH,LH,ambient,False,SUP-054,JIS-07-14,True,208,34
FL-7487-285,Coolant additive Premium,Fluids,6.5,6.5,6.5,LH,LH,ambient,False,SUP-134,Q-04-11,True,159,82
CH-4707-286,Steering knuckle RH,Chassis,12.7,12.7,12.7,LH,LH,ambient,False,SUP-177,A-12-01,True,172,26
IN-8136-287,Seat rail Premium,Interior,11.1,11.1,11.1,LH,LH,ambient,False,SUP-114,JIS-07-03,True,128,69
IN-9109-288,Console module Gen 2,Interior,22.9,22.9,22.9,LH,LH,ambient,False,SUP-120,HZ-02-14,True,118,38
FL-2028-289,Coolant additive Gen 2,Fluids,18.65,18.65,18.65,LH,LH,hazmat,True,SUP-119,HZ-02-13,True,108,64
PO-2298-290,Clutch actuator RH,Powertrain,15.04,15.04,15.04,RH,RH,ambient,False,SUP-116,A-12-05,True,207,60
CH-7806-291,Steering knuckle Gen 2,Chassis,11.07,11.07,11.07,LH,LH,ambient,False,SUP-010,HZ-02-03,True,209,30
FL-1740-292,Coolant additive Gen 2,Fluids,4.19,4.19,4.19,LH,LH,ambient,False,SUP-046,B-07-18,True,141,67
EL-3767-293,Power distribution unit LH,Electronics,3.76,3.76,3.76,LH,LH,ambient,False,SUP-180,A-12-05,True,163,84
CH-1068-294,Control arm Gen 2,Chassis,10.13,10.13,10.13,RH,RH,ambient,False,SUP-089,JIS-07-09,True,167,87
IN-3536-295,Seat rail RH,Interior,23.96,23.96,23.96,LH,LH,ambient,False,SUP-176,B-07-08,True,210,74
CH-9282-296,Steering knuckle LH,Chassis,9.72,9.72,9.72,LH,LH,ambient,False,SUP-072,Q-04-08,True,125,73
EL-9679-297,Radar sensor LH,Electronics,4.71,4.71,4.71,LH,LH,ambient,False,SUP-103,Q-04-17,True,144,45
EL-1370-298,Power distribution unit Gen 2,Electronics,19.46,19.46,19.46,RH,RH,ambient,False,SUP-026,A-12-07,True,84,65
FL-8572-299,Sealant cartridge RH,Fluids,13.01,13.01,13.01,LH,LH,hazmat,True,SUP-112,Q-04-18,True,181,26
IN-5027-300,Seat rail Premium,Interior,2.75,2.75,2.75,RH,RH,ambient,False,SUP-181,JIS-07-15,True,74,42
CH-2040-301,Wheel carrier RH,Chassis,2.97,2.97,2.97,LH,LH,ambient,False,SUP-120,Q-04-12,True,218,25
PO-5919-302,Fuel rail LH,Powertrain,19.38,19.38,19.38,LH,LH,ambient,False,SUP-057,HZ-02-09,True,116,31
PO-4966-303,Torque converter LH,Powertrain,0.81,0.81,0.81,RH,RH,ambient,False,SUP-137,JIS-07-06,True,124,35
IN-9861-304,Wiring harness assembly Gen 2,Interior,6.78,6.78,6.78,RH,RH,ambient,False,SUP-056,B-07-18,True,74,73
CH-2883-305,Steering knuckle Premium,Chassis,3.85,3.85,3.85,RH,RH,ambient,False,SUP-200,JIS-07-05,True,130,30
EL-3106-306,Power distribution unit Gen 2,Electronics,22.7,22.7,22.7,LH,LH,ambient,False,SUP-183,A-12-13,True,123,84
IN-4717-307,Console module LH,Interior,23.8,23.8,23.8,LH,LH,ambient,False,SUP-108,HZ-02-12,True,150,75
PO-8090-308,Clutch actuator LH,Powertrain,10.44,10.44,10.44,RH,RH,ambient,False,SUP-135,A-12-05,True,165,57
CH-5526-309,Control arm LH,Chassis,5.73,5.73,5.73,RH,RH,ambient,False,SUP-009,B-07-06,True,61,28
FL-5559-310,Brake fluid reservoir LH,Fluids,13.36,13.36,13.36,RH,RH,hazmat,True,SUP-083,JIS-07-13,True,151,30
IN-9280-311,Door trim panel LH,Interior,1.08,1.08,1.08,LH,LH,ambient,False,SUP-027,HZ-02-12,True,141,65
EL-5406-312,Power distribution unit LH,Electronics,3.28,3.28,3.28,RH,RH,ambient,False,SUP-190,HZ-02-01,True,169,52
EL-4393-313,Radar sensor LH,Electronics,4.53,4.53,4.53,RH,RH,ambient,False,SUP-007,HZ-02-16,True,152,44
CH-2115-314,Wheel carrier LH,Chassis,3.87,3.87,3.87,LH,LH,ambient,False,SUP-126,Q-04-05,True,176,34
IN-2000-315,Wiring harness assembly RH,Interior,23.04,23.04,23.04,LH,LH,ambient,False,SUP-013,B-07-13,True,89,71
IN-8953-316,Seat rail Gen 2,Interior,19.15,19.15,19.15,RH,RH,ambient,False,SUP-076,B-07-07,True,77,41
CH-8649-317,Control arm RH,Chassis,19.46,19.46,19.46,RH,RH,ambient,False,SUP-152,JIS-07-09,True,178,44
FL-2448-318,Brake fluid reservoir RH,Fluids,11.53,11.53,11.53,LH,LH,ambient,False,SUP-081,A-12-16,True,146,59
FL-2260-319,Washer concentrate Gen 2,Fluids,16.2,16.2,16.2,LH,LH,ambient,False,SUP-026,Q-04-13,True,142,66
IN-5730-320,Console module Gen 2,Interior,3.38,3.38,3.38,RH,RH,ambient,False,SUP-031,Q-04-14,True,74,82
FL-2000-321,Washer concentrate RH,Fluids,7.07,7.07,7.07,LH,LH,ambient,False,SUP-031,JIS-07-07,True,67,48
IN-2690-322,Wiring harness assembly LH,Interior,19.02,19.02,19.02,LH,LH,ambient,False,SUP-135,B-07-01,True,190,71
PO-4943-323,Clutch actuator LH,Powertrain,10.23,10.23,10.23,LH,LH,ambient,False,SUP-097,Q-04-01,True,138,52
PO-9697-324,Torque converter Premium,Powertrain,10.49,10.49,10.49,RH,RH,ambient,False,SUP-027,Q-04-16,True,119,68
PO-7981-325,Torque converter Gen 2,Powertrain,8.08,8.08,8.08,RH,RH,ambient,False,SUP-166,B-07-14,True,219,39
IN-7721-326,Door trim panel Gen 2,Interior,19.0,19.0,19.0,RH,RH,ambient,False,SUP-103,HZ-02-14,True,200,32
CH-7844-327,Control arm RH,Chassis,3.03,3.03,3.03,RH,RH,ambient,False,SUP-159,B-07-07,True,154,34
EL-6860-328,ECU control module LH,Electronics,3.65,3.65,3.65,LH,LH,ambient,False,SUP-104,A-12-18,True,109,31
PO-5481-329,Clutch actuator Gen 2,Powertrain,21.88,21.88,21.88,RH,RH,ambient,False,SUP-108,A-12-05,True,214,83
FL-1192-330,Sealant cartridge LH,Fluids,8.94,8.94,8.94,RH,RH,ambient,False,SUP-127,HZ-02-02,True,133,88
CH-9007-331,Wheel carrier Gen 2,Chassis,24.4,24.4,24.4,LH,LH,ambient,False,SUP-003,A-12-15,True,182,62
EL-8845-332,Power distribution unit RH,Electronics,9.31,9.31,9.31,LH,LH,ambient,False,SUP-111,B-07-08,True,93,33
FL-6946-333,Coolant additive Premium,Fluids,15.44,15.44,15.44,LH,LH,ambient,False,SUP-047,JIS-07-05,True,82,47
CH-5473-334,Wheel carrier Gen 2,Chassis,8.48,8.48,8.48,RH,RH,ambient,False,SUP-171,A-12-04,True,208,50
EL-6392-335,Camera harness Gen 2,Electronics,23.45,23.45,23.45,LH,LH,ambient,False,SUP-059,B-07-01,True,155,67
CH-5648-336,Wheel carrier Gen 2,Chassis,9.03,9.03,9.03,LH,LH,ambient,False,SUP-055,JIS-07-05,True,166,72
IN-5503-337,Door trim panel Gen 2,Interior,13.52,13.52,13.52,RH,RH,ambient,False,SUP-167,JIS-07-18,True,206,45
IN-2352-338,Seat rail Premium,Interior,17.0,17.0,17.0,LH,LH,ambient,False,SUP-069,JIS-07-06,True,165,52
CH-6073-339,Steering knuckle Premium,Chassis,10.4,10.4,10.4,RH,RH,ambient,False,SUP-133,Q-04-13,True,98,55
IN-1789-340,Door trim panel Gen 2,Interior,2.77,2.77,2.77,LH,LH,ambient,False,SUP-101,HZ-02-08,True,83,70
FL-8940-341,Coolant additive LH,Fluids,14.2,14.2,14.2,RH,RH,hazmat,True,SUP-044,A-12-11,True,129,66
CH-5888-342,Steering knuckle LH,Chassis,21.35,21.35,21.35,LH,LH,ambient,False,SUP-194,HZ-02-11,True,116,74
PO-9931-343,Clutch actuator RH,Powertrain,14.75,14.75,14.75,LH,LH,ambient,False,SUP-067,HZ-02-06,True,178,81
PO-5090-344,Torque converter Premium,Powertrain,7.07,7.07,7.07,RH,RH,ambient,False,SUP-127,Q-04-14,True,179,78
PO-1195-345,Fuel rail Premium,Powertrain,4.51,4.51,4.51,LH,LH,ambient,False,SUP-050,A-12-15,True,184,64
EL-7648-346,Power distribution unit RH,Electronics,13.88,13.88,13.88,RH,RH,ambient,False,SUP-044,B-07-07,True,164,38
PO-4499-347,Fuel rail Premium,Powertrain,20.32,20.32,20.32,LH,LH,ambient,False,SUP-162,JIS-07-03,True,101,79
EL-7582-348,Power distribution unit RH,Electronics,19.92,19.92,19.92,RH,RH,ambient,False,SUP-027,Q-04-04,True,208,61
EL-8239-349,Power distribution unit Gen 2,Electronics,22.83,22.83,22.83,RH,RH,ambient,False,SUP-133,JIS-07-13,True,145,34
CH-8837-350,Steering knuckle Premium,Chassis,6.79,6.79,6.79,LH,LH,ambient,False,SUP-039,HZ-02-11,True,152,32
FL-6414-351,Washer concentrate RH,Fluids,4.75,4.75,4.75,LH,LH,hazmat,True,SUP-038,Q-04-14,True,120,60
CH-6478-352,Brake line manifold LH,Chassis,0.76,0.76,0.76,LH,LH,ambient,False,SUP-094,JIS-07-05,True,146,70
CH-2409-353,Brake line manifold Gen 2,Chassis,0.54,0.54,0.54,LH,LH,ambient,False,SUP-124,B-07-18,True,196,49
EL-6176-354,Camera harness LH,Electronics,11.52,11.52,11.52,RH,RH,ambient,False,SUP-105,HZ-02-13,True,64,75
PO-3058-355,Clutch actuator LH,Powertrain,10.2,10.2,10.2,RH,RH,ambient,False,SUP-067,HZ-02-05,True,142,58
EL-3330-356,Camera harness LH,Electronics,19.34,19.34,19.34,RH,RH,ambient,False,SUP-024,Q-04-15,True,189,29
EL-1835-357,ECU control module Premium,Electronics,24.05,24.05,24.05,RH,RH,ambient,False,SUP-025,B-07-18,True,130,34
PO-9910-358,Fuel rail Premium,Powertrain,1.96,1.96,1.96,RH,RH,ambient,False,SUP-113,A-12-18,True,155,79
EL-5697-359,ECU control module LH,Electronics,5.55,5.55,5.55,LH,LH,ambient,False,SUP-184,A-12-11,True,126,61
EL-8312-360,Radar sensor RH,Electronics,4.94,4.94,4.94,LH,LH,ambient,False,SUP-077,JIS-07-08,True,109,60
PO-9457-361,Clutch actuator RH,Powertrain,14.67,14.67,14.67,LH,LH,ambient,False,SUP-038,HZ-02-07,True,71,39
FL-4714-362,Washer concentrate LH,Fluids,21.64,21.64,21.64,RH,RH,ambient,False,SUP-007,Q-04-09,True,165,39
FL-5236-363,Coolant additive Gen 2,Fluids,10.01,10.01,10.01,LH,LH,ambient,False,SUP-187,Q-04-07,True,133,27
CH-9324-364,Steering knuckle LH,Chassis,21.9,21.9,21.9,LH,LH,ambient,False,SUP-074,B-07-09,True,185,88
CH-9869-365,Control arm LH,Chassis,24.37,24.37,24.37,RH,RH,ambient,False,SUP-127,HZ-02-03,True,203,64
FL-1090-366,Sealant cartridge LH,Fluids,11.22,11.22,11.22,RH,RH,hazmat,True,SUP-023,B-07-08,True,72,71
PO-9647-367,Gear selector Gen 2,Powertrain,6.85,6.85,6.85,RH,RH,ambient,False,SUP-008,Q-04-04,True,179,40
EL-5513-368,Radar sensor LH,Electronics,23.6,23.6,23.6,RH,RH,ambient,False,SUP-013,A-12-08,True,152,59
FL-5329-369,Washer concentrate LH,Fluids,23.03,23.03,23.03,RH,RH,hazmat,True,SUP-063,A-12-11,True,136,69
EL-6191-370,ECU control module RH,Electronics,13.75,13.75,13.75,LH,LH,ambient,False,SUP-108,A-12-07,True,175,61
EL-5137-371,Power distribution unit LH,Electronics,10.46,10.46,10.46,RH,RH,ambient,False,SUP-099,B-07-16,True,74,58
FL-8270-372,Coolant additive LH,Fluids,6.02,6.02,6.02,LH,LH,hazmat,True,SUP-070,B-07-10,True,65,85
FL-7479-373,Sealant cartridge Premium,Fluids,18.72,18.72,18.72,LH,LH,ambient,False,SUP-197,Q-04-13,True,189,56
IN-6002-374,Door trim panel Premium,Interior,10.39,10.39,10.39,RH,RH,ambient,False,SUP-020,A-12-18,True,140,32
EL-9326-375,ECU control module LH,Electronics,10.53,10.53,10.53,RH,RH,ambient,False,SUP-192,Q-04-08,True,152,45
IN-1355-376,Door trim panel RH,Interior,2.24,2.24,2.24,LH,LH,ambient,False,SUP-039,B-07-01,True,74,41
IN-3754-377,Wiring harness assembly LH,Interior,21.46,21.46,21.46,LH,LH,ambient,False,SUP-186,JIS-07-16,True,171,29
FL-8831-378,Washer concentrate Gen 2,Fluids,3.9,3.9,3.9,RH,RH,hazmat,True,SUP-081,JIS-07-11,True,69,35
EL-9424-379,ECU control module LH,Electronics,21.08,21.08,21.08,RH,RH,ambient,False,SUP-065,Q-04-14,True,61,47
PO-3817-380,Torque converter Gen 2,Powertrain,1.59,1.59,1.59,RH,RH,ambient,False,SUP-110,JIS-07-14,True,219,75
FL-8032-381,Coolant additive LH,Fluids,18.86,18.86,18.86,RH,RH,ambient,False,SUP-052,HZ-02-16,True,168,88
EL-5152-382,ECU control module Premium,Electronics,1.47,1.47,1.47,LH,LH,ambient,False,SUP-060,HZ-02-16,True,161,31
CH-6865-383,Control arm RH,Chassis,23.46,23.46,23.46,LH,LH,ambient,False,SUP-170,A-12-15,True,115,33
EL-3923-384,Camera harness Gen 2,Electronics,23.88,23.88,23.88,RH,RH,ambient,False,SUP-068,Q-04-15,True,98,79
FL-1748-385,Coolant additive Premium,Fluids,19.81,19.81,19.81,RH,RH,ambient,False,SUP-029,A-12-02,True,206,47
CH-2754-386,Steering knuckle LH,Chassis,23.37,23.37,23.37,LH,LH,ambient,False,SUP-167,JIS-07-07,True,71,33
CH-5753-387,Wheel carrier Premium,Chassis,8.85,8.85,8.85,LH,LH,ambient,False,SUP-041,Q-04-12,True,205,44
PO-6293-388,Gear selector Premium,Powertrain,21.0,21.0,21.0,LH,LH,ambient,False,SUP-165,HZ-02-13,True,101,80
CH-5305-389,Control arm LH,Chassis,14.72,14.72,14.72,RH,RH,ambient,False,SUP-193,Q-04-05,True,206,84
CH-9929-390,Control arm LH,Chassis,8.15,8.15,8.15,LH,LH,ambient,False,SUP-020,A-12-14,True,97,74
PO-6556-391,Gear selector Premium,Powertrain,20.07,20.07,20.07,LH,LH,ambient,False,SUP-085,Q-04-12,True,160,52
EL-6926-392,ECU control module RH,Electronics,6.13,6.13,6.13,LH,LH,ambient,False,SUP-131,Q-04-18,True,155,76
PO-7854-393,Clutch actuator Gen 2,Powertrain,19.81,19.81,19.81,RH,RH,ambient,False,SUP-135,B-07-15,True,119,61
CH-8003-394,Brake line manifold Premium,Chassis,17.59,17.59,17.59,RH,RH,ambient,False,SUP-141,Q-04-10,True,73,40
CH-3950-395,Control arm Gen 2,Chassis,13.79,13.79,13.79,RH,RH,ambient,False,SUP-093,B-07-08,True,150,85
FL-9310-396,Coolant additive RH,Fluids,11.01,11.01,11.01,RH,RH,ambient,False,SUP-054,Q-04-12,True,114,70
FL-7288-397,Coolant additive Gen 2,Fluids,14.34,14.34,14.34,LH,LH,ambient,False,SUP-036,HZ-02-17,True,160,81
IN-8844-398,Console module LH,Interior,22.2,22.2,22.2,RH,RH,ambient,False,SUP-055,JIS-07-09,True,176,86
EL-2498-399,Radar sensor Gen 2,Electronics,13.23,13.23,13.23,RH,RH,ambient,False,SUP-026,HZ-02-01,True,135,81
FL-7296-400,Sealant cartridge LH,Fluids,0.67,0.67,0.67,RH,RH,hazmat,True,SUP-189,A-12-18,True,98,25
IN-9734-401,Console module Premium,Interior,8.57,8.57,8.57,LH,LH,ambient,False,SUP-112,JIS-07-12,True,128,26
CH-3087-402,Brake line manifold LH,Chassis,0.72,0.72,0.72,LH,LH,ambient,False,SUP-037,HZ-02-07,True,204,47
IN-1658-403,Door trim panel Gen 2,Interior,17.65,17.65,17.65,RH,RH,ambient,False,SUP-158,B-07-02,True,112,38
PO-5087-404,Clutch actuator RH,Powertrain,6.61,6.61,6.61,LH,LH,ambient,False,SUP-166,A-12-08,True,184,75
EL-1335-405,Camera harness RH,Electronics,2.92,2.92,2.92,LH,LH,ambient,False,SUP-150,JIS-07-11,True,203,37
FL-4221-406,Sealant cartridge LH,Fluids,3.52,3.52,3.52,RH,RH,ambient,False,SUP-129,A-12-07,True,68,81
FL-8062-407,Coolant additive LH,Fluids,6.36,6.36,6.36,RH,RH,ambient,False,SUP-090,HZ-02-02,True,72,54
FL-7397-408,Sealant cartridge LH,Fluids,5.72,5.72,5.72,RH,RH,hazmat,True,SUP-190,HZ-02-16,True,80,89
CH-4120-409,Wheel carrier Premium,Chassis,10.17,10.17,10.17,RH,RH,ambient,False,SUP-081,Q-04-16,True,104,45
CH-7095-410,Steering knuckle Gen 2,Chassis,13.27,13.27,13.27,RH,RH,ambient,False,SUP-121,Q-04-04,True,162,82
PO-9857-411,Fuel rail LH,Powertrain,24.13,24.13,24.13,LH,LH,ambient,False,SUP-036,HZ-02-04,True,91,74
CH-8676-412,Steering knuckle Gen 2,Chassis,22.97,22.97,22.97,LH,LH,ambient,False,SUP-010,HZ-02-05,True,65,85
IN-4430-413,Seat rail Premium,Interior,24.15,24.15,24.15,RH,RH,ambient,False,SUP-021,A-12-17,True,128,62
EL-6321-414,Power distribution unit LH,Electronics,12.47,12.47,12.47,RH,RH,ambient,False,SUP-112,JIS-07-17,True,194,58
PO-3470-415,Torque converter RH,Powertrain,18.95,18.95,18.95,RH,RH,ambient,False,SUP-006,JIS-07-01,True,103,33
FL-2583-416,Coolant additive LH,Fluids,1.3,1.3,1.3,RH,RH,ambient,False,SUP-072,JIS-07-08,True,67,90
FL-9180-417,Washer concentrate RH,Fluids,15.08,15.08,15.08,RH,RH,hazmat,True,SUP-010,Q-04-03,True,112,25
